,TRACK_ID,QUALITY,TP,TARGET,R,AV_RAD,AV_DEG,COORD_X,COORD_Y,COORD_Z,DISP_VECT_X,DISP_VECT_Y,DISP_VECT_Z,CENTRD_COORD_X,CENTRD_COORD_Y,CENTRD_COORD_Z,ALIGNED_COORD_X,ALIGNED_COORD_Y,ALIGNED_COORD_Z,ALIGNED_DISP_VECT_X,ALIGNED_DISP_VECT_Y,ALIGNED_DISP_VECT_Z,R_VECT_X,R_VECT_Y,R_VECT_Z,AV_VECT_X,AV_VECT_Y,AV_VECT_Z
ID1722,122,0.0,8,ID1922,24.596,0.259,14.83,-107.54352677188116,100.33150885175864,-47.39672429747479,0.0,-1.7616724358326081,6.174679244699476,-31.5207363962286,24.330811850781814,3.602873288823602,-3.602873288823604,24.330811850781814,-31.5207363962286,-6.174679244699476,-1.7616724358326081,3.780900586391405e-16,-0.0,24.331,3.603,0.259,0.0,0.0
ID1723,123,0.0,8,ID1923,10.434,0.259,14.83,-37.384956714992725,84.56042932889196,-56.96636252687186,0.0,1.2525186959476144,2.4189010177344556,38.63783366065984,8.559732327915128,-5.966764940573469,5.966764940573472,8.559732327915128,38.63783366065984,-2.4189010177344556,1.2525186959476144,1.481149694411388e-16,-0.0,8.56,-5.967,0.259,0.0,-0.0
ID1724,124,0.0,8,ID1924,30.889,0.259,14.829,-101.41535695225252,55.57133960533528,-74.16742250378852,0.0,6.692259892886625,-4.497915597242169,-25.39256657659996,-20.429357395641546,-23.167824917490123,23.167824917490123,-20.429357395641546,-25.39256657659996,4.497915597242169,6.692259892886625,-2.754178969498789e-16,0.0,-20.429,-23.168,0.259,0.0,0.0
ID1725,125,0.0,8,ID1925,39.986,0.259,14.83,-77.0320037334076,114.59778126401424,-40.55269174430347,0.0,-4.019149850277628,9.633857493511872,-1.0092133577550442,38.59708426303742,10.44690584199492,-10.44690584199492,38.59708426303742,-1.0092133577550435,-9.633857493511872,-4.019149850277628,5.899036371435528e-16,-0.0,38.597,10.447,0.259,0.0,0.0
ID1726,126,0.0,8,ID1926,29.701,0.259,14.829,-49.20675088197254,57.316795835589744,-74.08808532231038,0.0,6.612250940540818,-4.0488616313628825,26.816039493680023,-18.683901165387084,-23.088487736011984,23.088487736011984,-18.683901165387084,26.816039493680023,4.0488616313628825,6.612250940540818,-2.4792127185195423e-16,0.0,-18.684,-23.088,0.259,0.0,0.0
ID1727,127,0.0,8,ID1927,11.3,0.259,14.829,-114.37078442711808,83.55194669644993,-59.405415132021325,0.0,1.918155174569506,2.240995207961298,-38.34799405146552,7.551249695473103,-8.405817545722932,8.40581754572293,7.551249695473103,-38.34799405146552,-2.240995207961298,1.918155174569506,1.3722138041671803e-16,-0.0,7.551,-8.406,0.259,0.0,-0.0
ID1728,128,0.0,8,ID1928,26.703,0.259,14.83,-46.21925250694058,102.61831170972924,-48.86164538059583,0.0,-1.460443877773784,6.816463352196216,29.803537868711985,26.617614708752413,2.137952205702561,-2.1379522057025593,26.617614708752413,29.803537868711985,-6.816463352196216,-1.460443877773784,4.1738800128861664e-16,-0.0,26.618,2.138,0.259,0.0,0.0
ID1729,129,0.0,8,ID1929,39.6,0.259,14.829,-81.64757633638456,49.20967763684546,-80.16133586108447,0.0,8.460367199453763,-5.940197228246944,-5.624785960731998,-26.791019364131365,-29.161738274786074,29.161738274786074,-26.791019364131365,-5.624785960732,5.940197228246944,8.460367199453763,-3.6373217609383e-16,0.0,-26.791,-29.162,0.259,0.0,0.0
ID1730,130,0.0,8,ID1930,33.865,0.259,14.83,-97.28579902285044,109.46984384603184,-45.83431390025816,0.0,-2.4774352169219895,8.486616538461696,-21.26300864719788,33.46914684505501,5.165283686040233,-5.165283686040234,33.46914684505501,-21.26300864719788,-8.486616538461696,-2.4774352169219895,5.196553889709053e-16,-0.0,33.469,5.165,0.259,0.0,0.0
ID1731,131,0.0,8,ID1931,15.46,0.259,14.829,-39.10840695019752,74.6512884093172,-66.40101747589824,0.0,4.032032869746089,0.1757046987796258,36.91438342545504,-1.3494085916596248,-15.40141988959985,15.401419889599852,-1.3494085916596248,36.91438342545504,-0.1757046987796258,4.032032869746089,1.075880984778093e-17,0.0,-1.349,-15.401,0.259,-0.0,0.0
ID1732,132,0.0,8,ID1932,22.498,0.259,14.829,-109.07386213276364,66.67193626219722,-71.47209980745575,0.0,5.616415387597726,-1.7167106642067864,-33.051071757111075,-9.328760738779607,-20.472502221157356,20.472502221157352,-9.328760738779607,-33.051071757111075,1.7167106642067864,5.616415387597726,-1.0511821099914838e-16,0.0,-9.329,-20.473,0.259,0.0,0.0
ID1733,133,0.0,8,ID1933,38.166,0.259,14.83,-64.02847756499455,113.66076196417391,-44.80728986097413,0.0,-2.886050670032674,9.53631096838221,11.994312810658016,37.66006496319709,6.192307725324262,-6.1923077253242615,37.66006496319709,11.994312810658016,-9.53631096838221,-2.886050670032674,5.839306351551535e-16,-0.0,37.66,6.192,0.259,0.0,0.0
ID1734,134,0.0,8,ID1934,36.985,0.259,14.829,-60.76399405928161,53.24243518718933,-80.15402831111193,0.0,8.32106298504334,-4.896691768664127,15.258796316370955,-22.7582618137875,-29.154430724813537,29.154430724813537,-22.7582618137875,15.258796316370953,4.896691768664127,8.32106298504334,-2.998358950452857e-16,0.0,-22.758,-29.154,0.259,0.0,0.0
ID1735,135,0.0,8,ID1935,20.652,0.259,14.83,-110.25568864188872,96.06460442670983,-55.89483859485008,0.0,0.5831926343732476,5.359889338648749,-34.23289826623616,20.063907425733007,-4.895241008551686,4.895241008551684,20.063907425733007,-34.23289826623616,-5.359889338648749,0.5831926343732476,3.281985661180107e-16,-0.0,20.064,-4.895,0.259,0.0,-0.0
ID1736,136,0.0,8,ID1936,19.006,0.259,14.83,-40.80407379085443,93.7987249493427,-57.6672459425182,0.0,1.1191333825492222,4.833829891850158,35.21871658479813,17.79802794836587,-6.667648356219807,6.667648356219809,17.79802794836587,35.21871658479813,-4.833829891850158,1.1191333825492222,2.959867152338546e-16,-0.0,17.798,-6.668,0.259,0.0,-0.0
ID1737,137,0.0,8,ID1937,35.864,0.259,14.829,-93.7151033106612,55.356469610089455,-80.32609363235142,0.0,8.293562791025018,-4.343676414369725,-17.692312935008644,-20.644227390887373,-29.326496046053023,29.326496046053023,-20.644227390887373,-17.692312935008648,4.343676414369725,8.293562791025018,-2.6597347086948676e-16,0.0,-20.644,-29.326,0.259,0.0,0.0
ID1738,138,0.0,8,ID1938,39.001,0.259,14.83,-84.87848638027329,114.74219697826716,-46.50392917177127,0.0,-2.483777108256078,9.87401852867115,-8.855696004620725,38.74149997729033,4.495668414527124,-4.495668414527125,38.74149997729033,-8.855696004620725,-9.87401852867115,-2.483777108256078,6.046092592929392e-16,-0.0,38.741,4.496,0.259,0.0,0.0
ID1739,139,0.0,8,ID1939,25.778,0.259,14.829,-45.41358568577813,66.3545624936863,-74.90474418835225,0.0,6.515663377357427,-1.68188851899086,30.60920468987443,-9.646134507290526,-23.90514660205386,23.905146602053865,-9.646134507290526,30.60920468987443,1.68188851899086,6.515663377357427,-1.0298596956524195e-16,0.0,-9.646,-23.905,0.259,0.0,0.0
ID1740,140,0.0,8,ID1940,17.238,0.259,14.829,-112.09530827847914,79.2383184931982,-67.9305054153196,0.0,4.271594217827513,1.4150314826828634,-36.072517902826576,3.237621492221365,-16.93090782902121,16.930907829021205,3.237621492221365,-36.072517902826576,-1.4150314826828634,4.271594217827513,8.66456887980151e-17,0.0,3.238,-16.931,0.259,-0.0,0.0
ID1741,141,0.0,8,ID1941,32.949,0.259,14.83,-53.32166259576107,108.94897281974934,-51.24125236354436,0.0,-1.0602683170956198,8.53604215726002,22.701127779891493,32.948275818772515,-0.2416547772459694,0.2416547772459708,32.948275818772515,22.701127779891493,-8.53604215726002,-1.0602683170956198,5.226818352637676e-16,-0.0,32.948,-0.242,0.259,0.0,0.0
ID1742,142,0.0,8,ID1942,39.925,0.259,14.829,-73.54162822919733,53.29317851736269,-83.83834140744872,0.0,9.27290434544895,-4.758018503953309,2.481162146455233,-22.707518483614137,-32.83874382115033,32.83874382115033,-22.707518483614137,2.481162146455231,4.758018503953309,9.27290434544895,-2.913446065575149e-16,0.0,-22.708,-32.839,0.259,0.0,0.0
ID1743,143,0.0,8,ID1943,30.356,0.259,14.83,-102.0475285407454,106.23294492130002,-53.73775424475865,0.0,-0.32157967768759477,7.9181486488817185,-26.02473816509284,30.23224792032319,-2.7381566584602552,2.7381566584602535,30.23224792032319,-26.02473816509284,-7.9181486488817185,-0.32157967768759477,4.848467699012968e-16,-0.0,30.232,-2.738,0.259,0.0,0.0
ID1744,144,0.0,8,ID1944,17.903,0.259,14.829,-40.23017510141952,84.34017566168549,-66.84175169156241,0.0,3.815962451285472,2.6983908997684694,35.79261527423304,8.339478660708664,-15.842154105264015,15.842154105264017,8.339478660708664,35.79261527423304,-2.6983908997684694,3.815962451285472,1.652287889124901e-16,0.0,8.339,-15.842,0.259,-0.0,0.0
ID1745,145,0.0,8,ID1945,29.79,0.259,14.829,-102.6941202608128,64.78314284524046,-78.5972110741463,0.0,7.524888956885235,-1.9627840937685335,-26.671329885160233,-11.217554155736366,-27.59761348784791,27.59761348784791,-11.217554155736366,-26.671329885160233,1.9627840937685335,7.524888956885235,-1.2018586289254864e-16,0.0,-11.218,-27.598,0.259,0.0,0.0
ID1746,146,0.0,8,ID1946,39.82,0.259,14.829,-72.22157474918437,115.79682950016569,-49.60864657302902,0.0,-1.7161528469017497,10.252768190976788,3.801215626468192,39.79613249918886,1.3909510132693725,-1.3909510132693723,39.79613249918886,3.801215626468192,-10.252768190976788,-1.7161528469017497,6.278009873739761e-16,-0.0,39.796,1.391,0.259,0.0,0.0
ID1747,147,0.0,8,ID1947,34.145,0.259,14.829,-55.16307988657864,61.03469874196452,-81.68977872913293,0.0,8.453029499784563,-2.8275761297097546,20.85971048907392,-14.96599825901231,-30.690181142834533,30.690181142834533,-14.96599825901231,20.859710489073915,2.8275761297097546,8.453029499784563,-1.7313910282972562e-16,0.0,-14.966,-30.69,0.259,0.0,0.0
ID1748,148,0.0,8,ID1948,20.634,0.259,14.829,-110.267171366994,91.59739421305603,-64.50859949319667,0.0,2.964814501648007,4.497197042033335,-34.244380991341444,15.596697212079206,-13.509001906898277,13.509001906898275,15.596697212079206,-34.244380991341444,-4.497197042033335,2.964814501648007,2.7537389813305345e-16,-0.0,15.597,-13.509,0.259,0.0,-0.0
ID1749,149,0.0,8,ID1949,26.865,0.259,14.829,-46.36485014019524,101.5806770399138,-59.20894968717319,0.0,1.2529920862275503,6.900479582171506,29.657940235457325,25.579980038936966,-8.209352100874796,8.209352100874797,25.579980038936966,29.657940235457325,-6.900479582171506,1.2529920862275503,4.225325116444e-16,-0.0,25.58,-8.209,0.259,0.0,-0.0
ID1750,150,0.0,8,ID1950,38.833,0.259,14.829,-85.59503315488136,57.48303502736724,-85.13293639520367,0.0,9.465204285428413,-3.6294915884192847,-9.572242779228802,-18.51766197360959,-34.13333880890528,34.13333880890528,-18.51766197360959,-9.572242779228803,3.6294915884192847,9.465204285428413,-2.22242262814496e-16,0.0,-18.518,-34.133,0.259,0.0,0.0
ID1751,151,0.0,8,ID1951,37.007,0.259,14.829,-91.1789939356531,112.91718513988906,-53.59221612690008,0.0,-0.587007676711579,9.643198228383326,-15.156203560000534,36.91648813891223,-2.592618540601684,2.5926185406016833,36.91648813891223,-15.156203560000534,-9.643198228383326,-0.587007676711579,5.904755921966534e-16,-0.0,36.916,-2.593,0.259,0.0,0.0
ID1752,152,0.0,8,ID1952,24.417,0.259,14.829,-44.316527288229125,75.92093918608816,-75.41620990879161,0.0,6.322074065523111,0.8114997334330383,31.706263087423437,-0.07975781488866573,-24.416612322493222,24.416612322493226,-0.07975781488866573,31.706263087423437,-0.8114997334330383,6.322074065523111,4.969002755288503e-17,0.0,-0.08,-24.417,0.259,-0.0,0.0
ID1753,153,0.0,8,ID1953,24.756,0.259,14.829,-107.41939204262258,76.13841582657882,-75.75485093332085,0.0,6.402310475298165,0.8793257429524033,-31.396601666970014,0.13771882560199344,-24.75525334702246,24.755253347022457,0.13771882560199344,-31.396601666970014,-0.8793257429524033,6.402310475298165,5.384317282572645e-17,0.0,0.138,-24.755,0.259,-0.0,0.0
ID1754,154,0.0,8,ID1954,37.171,0.259,14.829,-61.22684722844807,112.9604320287882,-54.95985118832952,0.0,-0.2345112780684815,9.70099238152816,14.79594314720449,36.95973502781138,-3.9602536020311305,3.9602536020311314,36.95973502781138,14.79594314720449,-9.70099238152816,-0.2345112780684815,5.94014463429566e-16,-0.0,36.96,-3.96,0.259,0.0,0.0
ID1755,155,0.0,8,ID1955,38.901,0.259,14.829,-66.68396441205275,59.559503738828425,-86.2550927329727,0.0,9.684885761645887,-3.0538253893496687,9.338825963599817,-16.441193262148403,-35.255495146674306,35.255495146674306,-16.441193262148403,9.338825963599815,3.0538253893496687,9.684885761645887,-1.8699287441109956e-16,0.0,-16.441,-35.255,0.259,0.0,0.0
ID1756,156,0.0,8,ID1956,28.407,0.259,14.829,-104.16003238866512,102.13277149785074,-62.13960635347813,0.0,1.9926896836593357,7.14323184691591,-28.137242013012553,26.132074496873912,-11.140008767179737,11.140008767179735,26.132074496873912,-28.137242013012553,-7.14323184691591,1.9926896836593357,4.373968008446503e-16,-0.0,26.132,-11.14,0.259,0.0,-0.0
ID1757,157,0.0,8,ID1957,23.981,0.259,14.829,-43.9861099622576,93.08822090038284,-67.82568129708442,0.0,3.7725397591403294,4.99607820325965,32.03668041339496,17.08752389940601,-16.826083710786023,16.826083710786026,17.08752389940601,32.03668041339496,-4.99607820325965,3.7725397591403294,3.0592155899558947e-16,-0.0,17.088,-16.826,0.259,0.0,-0.0
ID1758,158,0.0,8,ID1958,35.134,0.259,14.829,-95.12192383965456,65.15445114315443,-84.41745200736027,0.0,9.018626134042847,-1.6683625340659916,-19.099133464001994,-10.846245857822396,-33.417854421061875,33.417854421061875,-10.846245857822396,-19.099133464001998,1.6683625340659916,9.018626134042847,-1.0215774185806418e-16,0.0,-10.846,-33.418,0.259,0.0,0.0
ID1759,159,0.0,8,ID1959,39.846,0.259,14.829,-79.49891803202752,115.55885338916124,-55.78065802374507,0.0,-0.11060989752016326,10.40148163148698,-3.476127656374956,39.558156388184415,-4.781060437446676,4.781060437446676,39.558156388184415,-3.4761276563749566,-10.40148163148698,-0.11060989752016326,6.36907059319526e-16,-0.0,39.558,-4.781,0.259,0.0,0.0
ID1760,160,0.0,8,ID1960,32.091,0.259,14.829,-52.121554794721405,70.03045852730851,-82.5306902744663,0.0,8.364150341375804,-0.47064880602415826,23.901235580931157,-5.970238473668317,-31.531092688167902,31.531092688167902,-5.970238473668317,23.901235580931154,0.47064880602415826,8.364150341375804,-2.8818927691000446e-17,0.0,-5.97,-31.531,0.259,0.0,0.0
ID1761,161,0.0,8,ID1961,24.733,0.259,14.829,-107.43679668170552,87.76776175508134,-72.75425470267263,0.0,5.229438670831243,3.7869791141348372,-31.414006306052954,11.76706475410451,-21.754657116374233,21.75465711637423,11.76706475410451,-31.414006306052954,-3.7869791141348372,5.229438670831243,2.318855925281554e-16,0.0,11.767,-21.755,0.259,-0.0,0.0
ID1762,162,0.0,8,ID1962,33.081,0.259,14.829,-53.51422978935013,107.1993296091188,-61.99963499282664,0.0,1.7838236485539198,8.449784170773341,22.50856058630243,31.198632608141978,-11.00003740652825,11.000037406528252,31.198632608141978,22.50856058630243,-8.449784170773341,1.7838236485539198,5.174000569111772e-16,-0.0,31.199,-11.0,0.259,0.0,-0.0
ID1763,163,0.0,8,ID1963,39.949,0.259,14.829,-78.02243201088325,62.15203424618933,-88.47190431833754,0.0,10.17030048448352,-2.307293095991241,-1.999641635230688,-13.848662754787497,-37.472306732039144,37.472306732039144,-13.848662754787497,-1.9996416352306903,2.307293095991241,10.17030048448352,-1.4128095523502301e-16,0.0,-13.849,-37.472,0.259,0.0,0.0
ID1764,164,0.0,8,ID1964,35.17,0.259,14.829,-95.05434001006526,109.54246007935956,-61.57523042800473,0.0,1.5941394296792453,9.041769726766233,-19.0315496344127,33.54176307838273,-10.575632841706337,10.575632841706335,33.54176307838273,-19.0315496344127,-9.041769726766233,1.5941394296792453,5.536487177255853e-16,-0.0,33.542,-10.576,0.259,0.0,-0.0
ID1765,165,0.0,8,ID1965,26.73,0.259,14.829,-46.24240324243877,85.1850120025742,-76.10221085336806,0.0,6.183958548518163,3.2325931289075385,29.780387133213793,9.18431500159737,-25.10261326706967,25.102613267069675,9.18431500159737,29.780387133213793,-3.2325931289075385,6.183958548518163,1.9793924141311721e-16,0.0,9.184,-25.103,0.259,-0.0,0.0
ID1766,166,0.0,8,ID1966,31.423,0.259,14.829,-100.75089092246172,75.06549571408914,-82.40891752805268,0.0,8.161068503686153,0.8283654049995306,-24.72810054680916,-0.9352012868876898,-31.40931994175429,31.40931994175429,-0.9352012868876898,-24.728100546809163,-0.8283654049995306,8.161068503686153,5.07227520878538e-17,0.0,-0.935,-31.409,0.259,-0.0,0.0
ID1767,167,0.0,8,ID1967,39.381,0.259,14.829,-68.99167247496273,114.2843059263289,-60.23012811617826,0.0,1.0844268546670293,10.223216491070033,7.031117900689836,38.28360892535207,-9.230530529879864,9.230530529879864,38.28360892535207,7.031117900689835,-10.223216491070033,1.0844268546670293,6.259914676389676e-16,-0.0,38.284,-9.231,0.259,0.0,-0.0
ID1768,168,0.0,8,ID1968,37.497,0.259,14.829,-62.06986164685358,67.7297829765462,-87.57259569468887,0.0,9.747485106104207,-0.8943086940404186,13.95292872879898,-8.270914024430624,-36.57299810839048,36.57299810839048,-8.270914024430624,13.952928728798978,0.8943086940404186,9.747485106104207,-5.476061398031241e-17,0.0,-8.271,-36.573,0.259,0.0,0.0
ID1769,169,0.0,8,ID1969,29.425,0.259,14.829,-103.0955950636463,97.96368951376868,-70.58124283822852,0.0,4.319604001485757,6.351835816827588,-27.072804687993738,21.962992512791857,-19.581645251930127,19.581645251930127,21.962992512791857,-27.072804687993738,-6.351835816827588,4.319604001485757,3.8893777008937096e-16,-0.0,21.963,-19.582,0.259,0.0,-0.0
ID1770,170,0.0,8,ID1970,30.525,0.259,14.829,-50.14991429133804,99.98871907491926,-69.87629269744028,0.0,4.068148270165636,6.8519314405942,25.87287608431452,23.98802207394243,-18.876695111141885,18.876695111141885,23.98802207394243,25.87287608431452,-6.8519314405942,4.068148270165636,4.1955979533503997e-16,-0.0,23.988,-18.877,0.259,0.0,-0.0
ID1771,171,0.0,8,ID1971,38.389,0.259,14.829,-87.23779728525689,68.33477883608698,-88.61590483670136,0.0,9.99689864797422,-0.702174346443968,-11.215006909604327,-7.665918164889845,-37.61630725040297,37.61630725040297,-7.665918164889845,-11.215006909604329,0.702174346443968,9.99689864797422,-4.2995778290799505e-17,0.0,-7.666,-37.616,0.259,0.0,0.0
ID1772,172,0.0,8,ID1972,39.027,0.259,14.829,-84.76738770808943,113.05051012747576,-63.2634665600661,0.0,1.911553186560738,10.007245141620437,-8.744597332436868,37.04981312649893,-12.263868973767707,12.263868973767707,37.04981312649893,-8.744597332436868,-10.007245141620437,1.911553186560738,6.127670365484185e-16,-0.0,37.05,-12.264,0.259,0.0,-0.0
ID1773,173,0.0,8,ID1973,32.284,0.259,14.829,-52.38311248724919,79.5097527930715,-83.0924330573673,0.0,8.186540952570823,2.001914005251848,23.63967788840337,3.509055792094671,-32.09283547106891,32.09283547106891,3.509055792094671,23.639677888403366,-2.001914005251848,8.186540952570823,1.2258187893499668e-16,0.0,3.509,-32.093,0.259,-0.0,0.0
ID1774,174,0.0,8,ID1974,30.596,0.259,14.829,-101.76559963920704,85.55640419429392,-80.0655984646347,0.0,7.197103863381798,3.46376565927703,-25.742809263554477,9.55570719331709,-29.06600087833631,29.06600087833631,9.55570719331709,-25.74280926355448,-3.46376565927703,7.197103863381798,2.120944763815068e-16,0.0,9.556,-29.066,0.259,-0.0,0.0
ID1775,175,0.0,8,ID1975,37.273,0.259,14.829,-61.48452684707151,109.9123100320996,-66.46791089427944,0.0,2.8478559844155598,9.304207982485543,14.538263528581055,33.91161303112277,-15.468313307981049,15.46831330798105,33.91161303112277,14.538263528581053,-9.304207982485543,2.8478559844155598,5.697184262176087e-16,-0.0,33.912,-15.468,0.259,0.0,-0.0
ID1776,176,0.0,8,ID1976,39.816,0.259,14.829,-72.16046999291413,69.4771633416795,-90.27735494217448,0.0,10.38798776967002,-0.3498909400606607,3.8623203827384316,-6.523533659297328,-39.27775735587609,39.27775735587609,-6.523533659297328,3.8623203827384294,0.3498909400606607,10.38798776967002,-2.1424640989797325e-17,0.0,-6.524,-39.278,0.259,0.0,0.0
ID1777,177,0.0,8,ID1977,34.908,0.259,14.829,-95.53024492581206,105.21296300634862,-70.10948260753018,0.0,3.9504904647948678,8.212011019813424,-19.507454550159494,29.212266005371788,-19.10988502123179,19.10988502123179,29.212266005371788,-19.507454550159494,-8.212011019813424,3.9504904647948678,5.028406504988651e-16,-0.0,29.212,-19.11,0.259,0.0,-0.0
ID1778,178,0.0,8,ID1978,31.596,0.259,14.829,-51.47041919251477,93.12210582840336,-77.55434347540921,0.0,6.289348213335799,5.336344393012496,24.552371183137794,17.121408827426535,-26.55474588911082,26.55474588911082,17.121408827426535,24.552371183137794,-5.336344393012496,6.289348213335799,3.2675685400253393e-16,0.0,17.121,-26.555,0.259,-0.0,0.0
ID1779,179,0.0,8,ID1979,36.359,0.259,14.829,-92.6756501069358,76.96755603339457,-87.34537836965373,0.0,9.373907451166644,1.4888606648034965,-16.652859731283243,0.9668590324177444,-36.34578078335534,36.34578078335534,0.9668590324177444,-16.652859731283247,-1.4888606648034965,9.373907451166644,9.116642237640012e-17,0.0,0.967,-36.346,0.259,-0.0,0.0
ID1780,180,0.0,8,ID1980,39.995,0.259,14.829,-75.42661662368758,112.53498053008798,-67.2747174835651,0.0,2.9673075653019083,10.01049632426789,0.596173751964983,36.53428352911115,-16.275119897266705,16.275119897266705,36.53428352911115,0.596173751964982,-10.01049632426789,2.9673075653019083,6.129661140695509e-16,-0.0,36.534,-16.275,0.259,0.0,-0.0
ID1781,181,0.0,8,ID1981,37.048,0.259,14.829,-60.91727539705673,77.40583921460556,-88.02073789991832,0.0,9.53376922263945,1.6253090172005784,15.105514978595835,1.4051422136287357,-37.021140313619924,37.021140313619924,1.4051422136287357,15.105514978595833,-1.6253090172005784,9.53376922263945,9.952147427700094e-17,0.0,1.405,-37.021,0.259,-0.0,0.0
ID1782,182,0.0,8,ID1982,33.26,0.259,14.829,-98.22137483371073,94.74594674600648,-78.47362337034592,0.0,6.471944320419922,5.787949051533971,-22.198584458058164,18.745249745029653,-27.474025784047527,27.474025784047527,18.745249745029653,-22.198584458058164,-5.787949051533971,6.471944320419922,3.544096639794518e-16,0.0,18.745,-27.474,0.259,-0.0,0.0
ID1783,183,0.0,8,ID1983,35.929,0.259,14.829,-58.41900656419424,103.87813571010184,-73.66535283509394,0.0,4.916300538767771,7.98769563344959,17.60378381145832,27.877438709125016,-22.66575524879555,22.66575524879555,27.877438709125016,17.60378381145832,-7.98769563344959,4.916300538767771,4.891052945033665e-16,-0.0,27.877,-22.666,0.259,0.0,-0.0
ID1784,184,0.0,8,ID1984,39.781,0.259,14.829,-80.184827796484,75.05722485776425,-90.76931469544022,0.0,10.325180337822374,1.1110983752372903,-4.162037420831439,-0.9434721432125741,-39.76971710914182,39.76971710914182,-0.9434721432125741,-4.1620374208314415,-1.1110983752372903,10.325180337822374,6.803515343860861e-17,0.0,-0.943,-39.77,0.259,-0.0,0.0
ID1785,185,0.0,8,ID1985,38.581,0.259,14.829,-86.55669744952621,108.36316821777308,-72.00432055238367,0.0,4.333569972706684,9.091909161798284,-10.53390707387365,32.36247121679625,-21.004722966085282,21.004722966085282,32.36247121679625,-10.533907073873651,-9.091909161798284,4.333569972706684,5.567188726567382e-16,-0.0,32.362,-21.005,0.259,0.0,-0.0
ID1786,186,0.0,8,ID1986,35.221,0.259,14.829,-57.04048259663772,88.54069562995136,-83.91303165842555,0.0,8.091205583911858,4.367255225947957,18.98230777901484,12.53999862897453,-32.91343407212716,32.91343407212716,12.53999862897453,18.982307779014835,-4.367255225947957,8.091205583911858,2.6741725667583586e-16,0.0,12.54,-32.913,0.259,-0.0,0.0
ID1787,187,0.0,8,ID1987,36.156,0.259,14.829,-93.10922852713044,86.34578146414002,-85.64446716436383,0.0,8.614123954781846,3.858166871669283,-17.08643815147788,10.34508446316319,-34.64486957806544,34.64486957806544,10.34508446316319,-17.086438151477882,-3.858166871669283,8.614123954781846,2.3624458549830724e-16,0.0,10.345,-34.645,0.259,-0.0,0.0
ID1788,188,0.0,8,ID1988,39.437,0.259,14.829,-69.31178535646177,108.52363764616148,-73.30427714908393,0.0,4.664555634561182,9.177736652914561,6.711005019190793,32.52294064518465,-22.304679562785537,22.304679562785537,32.52294064518465,6.711005019190791,-9.177736652914561,4.664555634561182,5.61974290770458e-16,-0.0,32.523,-22.305,0.259,0.0,-0.0
ID1789,189,0.0,8,ID1989,39.505,0.259,14.829,-69.72750899385072,79.86277676380578,-90.3158341161774,0.0,10.04406571690167,2.339414754717211,6.295281381801843,3.862079762828955,-39.316236529879006,39.316236529879006,3.862079762828955,6.29528138180184,-2.339414754717211,10.04406571690167,1.4324783956212614e-16,0.0,3.862,-39.316,0.259,-0.0,0.0
ID1790,190,0.0,8,ID1990,37.129,0.259,14.829,-90.8805826810194,100.60918564772618,-78.80209058378692,0.0,6.3571728701043355,7.316659194174164,-14.857792305366843,24.60848864674935,-27.802492997488528,27.802492997488528,24.60848864674935,-14.857792305366845,-7.316659194174164,6.3571728701043355,4.480161631298721e-16,-0.0,24.608,-27.802,0.259,0.0,-0.0
ID1791,191,0.0,8,ID1991,37.039,0.259,14.829,-60.89561280406576,98.14703101442238,-80.68781744557035,0.0,6.929130780473656,6.7436612677475125,15.127177571586799,22.146334013445554,-29.688219859271953,29.688219859271953,22.146334013445554,15.127177571586797,-6.7436612677475125,6.929130780473656,4.1293015930404867e-16,0.0,22.146,-29.688,0.259,-0.0,0.0
ID1792,192,0.0,8,ID1992,39.252,0.259,14.829,-83.69850794676596,83.70927479305907,-89.48766110792762,0.0,9.698652527699252,3.3067423906914684,-7.675717571113395,7.708577792082238,-38.48806352162923,38.48806352162923,7.708577792082238,-7.675717571113398,-3.3067423906914684,9.698652527699252,2.0247957421825865e-16,0.0,7.709,-38.488,0.259,-0.0,0.0
ID1793,193,0.0,8,ID1993,39.914,0.259,14.829,-78.61065821839105,106.42360611470748,-76.8377370263706,0.0,5.650639185109753,8.754608222917724,-2.58786784273849,30.422909113730654,-25.83813944007221,25.83813944007221,30.422909113730654,-2.5878678427384916,-8.754608222917724,5.650639185109753,5.360651468992645e-16,-0.0,30.423,-25.838,0.259,0.0,-0.0
ID1794,194,0.0,8,ID1994,38.713,0.259,14.829,-65.93609386252078,88.54430564490804,-87.62455718699049,0.0,9.051696068811921,4.494656732164728,10.086696513131784,12.543608643931208,-36.624959600692094,36.624959600692094,12.543608643931208,10.086696513131782,-4.494656732164728,9.051696068811921,2.752183490155818e-16,0.0,12.544,-36.625,0.259,-0.0,0.0
ID1795,195,0.0,8,ID1995,38.41,0.259,14.829,-87.16631032212433,94.18197672554788,-84.8338474924395,0.0,8.13730826678308,5.858702250949108,-11.14351994647177,18.181279724571056,-33.83424990614111,33.83424990614111,18.181279724571056,-11.143519946471772,-5.858702250949108,8.13730826678308,3.587420479391109e-16,0.0,18.181,-33.834,0.259,-0.0,0.0
